Site Code,city,Vehicle_type,cluster,Date,Delivery Agent ID,Shift,Unsuccessful_Attempts,Process_Deviations,Delivered,Customer_Rejects,Picked_up_Customer_Returns,Picked up_Seller,billing_amt,,
Site_24,MUMBAI,Bike,3,2023-06-01 00:00:00,DA_474,C,4,0,15,0,0,0,540,,
Site_5,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_44,A,1,0,2,2,28,0,959,,
Site_16,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_85,B,12,0,71,5,7,0,1620,,
Site_26,MUMBAI,Bike,3,2023-06-08 00:00:00,DA_335,A,0,0,7,0,32,0,923,,
Site_22,HYDERABAD,Bike,4,2023-06-26 00:00:00,DA_418,A,0,0,0,0,26,0,947,,
Site_9,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_608,A,0,0,0,0,27,0,949,,
Site_16,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_381,B,4,0,18,0,2,0,1290,,
Site_16,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_238,A,4,0,109,1,9,0,2133,,
Site_13,THANE,Bike,3,2023-06-04 00:00:00,DA_511,A,0,1,4,0,44,0,941,,
Site_3,BANGALORE,Bike,4,2023-06-16 00:00:00,DA_675,C,2,0,13,1,0,0,562,,
Site_12,MUMBAI,Van D+DA,5,2023-06-09 00:00:00,DA_125,A,1,5,64,4,6,0,2275,,
Site_19,HYDERABAD,Bike,4,2023-06-19 00:00:00,DA_175,C,0,0,25,3,6,0,622,,
Site_27,MUMBAI,Bike,3,2023-06-17 00:00:00,DA_495,A,0,0,28,0,22,0,945,,
Site_1,BHOPAL,Bike,1,2023-06-17 00:00:00,DA_349,A,0,0,0,0,44,0,848,,
Site_22,HYDERABAD,Van DCD,4,2023-06-18 00:00:00,DA_180,A,5,17,59,3,0,0,1980,,
Site_17,DELHI,Bike,6,2023-06-20 00:00:00,DA_634,B,2,0,18,1,3,0,809,,
Site_13,THANE,Van D+DA,5,2023-06-26 00:00:00,DA_656,B,5,4,47,0,2,0,1663,,
Site_3,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_426,B,6,0,26,0,0,0,1437,,
Site_9,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_198,A,0,0,0,0,45,0,985,,
Site_22,HYDERABAD,Van DCD,4,2023-06-25 00:00:00,DA_177,B,0,0,25,0,0,0,1435,,
Site_18,DELHI,Bike,6,2023-06-18 00:00:00,DA_478,C,3,0,17,4,0,0,608,,
Site_15,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_663,A,2,0,79,2,3,0,2090,,
Site_7,BANGALORE,Bike,4,2023-06-01 00:00:00,DA_575,C,3,0,17,5,4,0,598,,
Site_12,MUMBAI,Van D+DA,5,2023-06-23 00:00:00,DA_680,B,2,0,28,3,2,0,1631,,
Site_26,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_565,A,1,0,1,0,41,0,929,,
Site_12,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_379,C,1,2,19,2,5,0,573,,
Site_27,MUMBAI,Bike,3,2023-06-30 00:00:00,DA_614,B,0,0,30,1,0,0,697,,
Site_22,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_180,B,1,0,31,1,2,0,1453,,
Site_22,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_418,A,0,0,0,0,29,0,953,,
Site_24,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_454,C,0,3,17,0,0,0,546,,
Site_13,THANE,Van D+DA,5,2023-06-13 00:00:00,DA_181,A,5,0,87,0,9,0,2385,,
Site_12,MUMBAI,Bike,3,2023-06-09 00:00:00,DA_390,A,0,0,0,0,39,0,923,,
Site_27,MUMBAI,Bike,3,2023-06-28 00:00:00,DA_498,C,2,0,14,5,0,0,552,,
Site_17,DELHI,Bike,6,2023-06-13 00:00:00,DA_195,C,1,0,21,0,0,0,608,,
Site_10,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_630,A,3,11,104,1,0,0,2195,,
Site_18,DELHI,Bike,6,2023-06-01 00:00:00,DA_234,C,0,0,20,1,0,0,608,,
Site_4,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_76,B,4,0,28,2,4,0,768,,
Site_16,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_567,B,2,0,29,0,1,0,1445,,
Site_14,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_473,C,2,12,11,1,6,0,549,,
Site_12,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_657,A,0,0,45,0,2,0,939,,
Site_22,HYDERABAD,Bike,4,2023-06-24 00:00:00,DA_258,A,0,0,0,0,25,0,945,,
Site_16,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_321,A,1,36,157,4,6,0,2469,,
Site_24,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_27,C,0,0,19,0,0,0,552,,
Site_16,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_230,B,6,0,19,0,0,0,1287,,
Site_16,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_85,A,2,0,81,0,5,0,2100,,
Site_16,BANGALORE,Bike,4,2023-06-10 00:00:00,DA_485,B,5,0,23,3,0,0,752,,
Site_3,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_615,C,2,0,13,1,0,0,562,,
Site_25,MUMBAI,Van D+DA,5,2023-06-06 00:00:00,DA_78,B,4,0,32,0,0,0,1629,,
Site_10,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_249,A,4,3,53,1,2,0,1962,,
Site_16,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_383,B,0,0,24,2,0,0,1308,,
Site_3,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_666,A,3,0,49,2,3,0,1958,,
Site_16,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_314,B,1,0,19,0,2,0,1427,,
Site_3,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_467,A,1,0,34,0,5,0,973,,
Site_12,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_689,A,0,0,16,0,34,0,945,,
Site_3,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_157,B,5,0,16,0,0,0,1417,,
Site_21,HYDERABAD,Bike,4,2023-06-02 00:00:00,DA_51,A,2,0,2,1,28,0,957,,
Site_5,BANGALORE,Van D+DA,4,2023-06-25 00:00:00,DA_654,B,3,0,23,9,0,0,1579,,
Site_12,MUMBAI,Bike,3,2023-06-16 00:00:00,DA_689,A,0,0,11,0,41,0,949,,
Site_10,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_239,A,4,0,48,1,21,0,2020,,
Site_22,HYDERABAD,Bike,4,2023-06-23 00:00:00,DA_337,C,1,1,18,5,0,0,589,,
Site_10,BANGALORE,Van DCD,4,2023-06-22 00:00:00,DA_528,B,1,5,36,1,0,0,1459,,
Site_4,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_136,A,6,0,66,3,4,0,1854,,
Site_5,BANGALORE,Van D+DA,4,2023-06-29 00:00:00,DA_644,B,1,0,15,0,0,0,1545,,
Site_10,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_630,A,1,0,0,0,73,0,2035,,
Site_11,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_47,A,0,0,246,1,36,0,3281,,
Site_3,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_375,A,3,0,46,0,7,0,1956,,
Site_3,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_196,A,0,1,40,1,2,0,1936,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_1,A,12,0,43,0,0,0,1106,,
Site_16,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_122,B,2,0,21,0,0,0,1293,,
Site_7,BANGALORE,Bike,4,2023-06-21 00:00:00,DA_636,C,3,0,18,3,0,0,583,,
Site_22,HYDERABAD,Van DCD,4,2023-06-03 00:00:00,DA_152,A,11,0,71,0,4,0,2045,,
Site_29,DELHI,Bike,6,2023-06-24 00:00:00,DA_1,A,1,0,41,2,14,0,1134,,
Site_5,BANGALORE,Bike,4,2023-06-05 00:00:00,DA_220,B,2,0,34,2,0,0,772,,
Site_29,DELHI,Bike,6,2023-06-30 00:00:00,DA_539,A,0,0,2,1,52,0,1130,,
Site_24,MUMBAI,Bike,3,2023-06-03 00:00:00,DA_474,B,6,0,50,0,0,0,735,,
Site_10,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_619,C,7,1,21,2,2,0,595,,
Site_22,HYDERABAD,Van D+DA,4,2023-06-01 00:00:00,DA_167,A,4,0,51,2,0,0,2126,,
Site_14,MUMBAI,Van D+DA,5,2023-06-25 00:00:00,DA_622,B,8,0,25,1,4,0,1625,,
Site_13,THANE,Van D+DA,5,2023-06-26 00:00:00,DA_503,B,6,1,49,0,0,0,1663,,
Site_17,DELHI,Van DCD,6,2023-06-10 00:00:00,DA_50,A,1,8,85,1,8,0,2140,,
Site_15,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_663,A,2,0,78,0,4,0,2080,,
Site_3,BANGALORE,Bike,4,2023-06-25 00:00:00,DA_398,C,2,0,17,0,1,0,574,,
Site_12,MUMBAI,Bike,3,2023-06-22 00:00:00,DA_696,A,0,19,19,1,33,0,951,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_217,A,5,5,58,1,22,0,2075,,
Site_3,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_666,A,3,1,47,0,12,0,1968,,
Site_12,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_449,C,1,0,35,0,0,0,600,,
Site_16,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_459,A,2,0,67,3,5,0,1860,,
Site_12,MUMBAI,Bike,3,2023-06-21 00:00:00,DA_226,C,0,0,23,0,2,0,570,,
Site_3,BANGALORE,Bike,4,2023-06-11 00:00:00,DA_208,C,1,0,17,1,0,0,574,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_148,A,6,1,5,0,54,0,1138,,
Site_3,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_251,A,10,0,61,4,0,0,1995,,
Site_6,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_205,C,1,0,20,0,0,0,580,,
Site_2,BHOPAL,Bike,1,2023-06-10 00:00:00,DA_225,A,1,0,0,0,35,0,830,,
Site_6,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_194,B,1,0,28,0,0,0,1441,,
Site_21,HYDERABAD,Bike,4,2023-06-05 00:00:00,DA_687,C,6,0,18,10,0,0,604,,
Site_5,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_552,B,5,0,29,4,0,0,766,,
Site_15,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_534,C,2,0,30,0,0,0,610,,
Site_27,MUMBAI,Bike,3,2023-06-28 00:00:00,DA_255,A,1,0,0,0,38,0,921,,
Site_10,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_649,C,0,1,27,0,0,0,601,,
Site_4,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_136,A,2,0,75,2,7,0,1887,,
Site_27,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_255,A,1,0,26,6,9,0,927,,
Site_16,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_128,B,8,0,19,1,2,0,1296,,
Site_13,THANE,Bike,3,2023-06-19 00:00:00,DA_511,A,0,4,7,0,44,0,947,,
Site_13,THANE,Bike,3,2023-06-27 00:00:00,DA_566,C,0,15,22,8,2,0,591,,
Site_29,DELHI,Van D+DA,6,2023-06-28 00:00:00,DA_72,A,2,0,64,7,7,0,2285,,
Site_16,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_380,C,5,0,30,0,0,0,610,,
Site_13,THANE,Bike,3,2023-06-09 00:00:00,DA_695,C,3,0,19,0,0,0,552,,
Site_16,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_122,B,1,0,37,1,4,0,1356,,
Site_5,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_284,B,7,0,24,2,0,0,752,,
Site_22,HYDERABAD,Bike,4,2023-06-13 00:00:00,DA_412,A,5,0,40,2,2,0,983,,
Site_22,HYDERABAD,Bike,4,2023-06-08 00:00:00,DA_325,A,1,0,12,0,28,0,975,,
Site_29,DELHI,Van D+DA,6,2023-06-13 00:00:00,DA_339,A,6,0,66,5,3,0,2265,,
Site_16,BANGALORE,Van DCD,4,2023-06-20 00:00:00,DA_314,B,2,0,22,2,0,0,1433,,
Site_10,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_649,C,0,1,23,0,4,0,601,,
Site_19,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_419,C,3,0,22,0,10,0,616,,
Site_6,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_677,C,0,0,15,0,0,0,565,,
Site_21,HYDERABAD,Van DCD,4,2023-06-23 00:00:00,DA_369,A,1,0,4,0,54,0,1966,,
Site_22,HYDERABAD,Bike,4,2023-06-07 00:00:00,DA_144,C,1,9,22,0,4,0,598,,
Site_29,DELHI,Bike,6,2023-06-03 00:00:00,DA_115,C,4,0,17,0,3,0,605,,
Site_4,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_461,A,5,0,151,2,19,0,2504,,
Site_22,HYDERABAD,Van DCD,4,2023-06-05 00:00:00,DA_692,B,3,0,18,1,18,0,1459,,
Site_16,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_113,C,1,1,23,0,0,0,589,,
Site_22,HYDERABAD,Bike,4,2023-06-17 00:00:00,DA_595,A,0,0,0,0,36,0,967,,
Site_19,HYDERABAD,Bike,4,2023-06-24 00:00:00,DA_89,C,1,0,9,0,0,0,547,,
Site_12,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_355,C,2,0,16,1,8,0,570,,
Site_9,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_299,B,3,1,23,0,2,0,1435,,
Site_29,DELHI,Van D+DA,6,2023-06-23 00:00:00,DA_72,A,1,0,74,3,5,0,2305,,
Site_5,BANGALORE,Van D+DA,4,2023-06-23 00:00:00,DA_644,A,3,40,73,9,2,0,2260,,
Site_3,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_685,B,2,1,26,1,2,0,1443,,
Site_16,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_271,B,5,0,17,0,0,0,1281,,
Site_26,MUMBAI,Bike,3,2023-06-05 00:00:00,DA_565,A,2,1,11,0,43,0,953,,
Site_10,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_322,A,5,19,70,2,22,0,2140,,
Site_27,MUMBAI,Van D+DA,5,2023-06-12 00:00:00,DA_493,A,7,0,76,3,3,0,2315,,
Site_27,MUMBAI,Bike,3,2023-06-17 00:00:00,DA_498,C,1,1,18,0,2,0,555,,
Site_4,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_593,C,1,1,35,1,6,0,646,,
Site_6,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_187,B,1,0,30,0,2,0,1449,,
Site_10,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_617,A,6,0,78,3,15,0,2150,,
Site_6,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_401,A,7,0,191,0,17,0,2756,,
Site_2,BHOPAL,Bike,1,2023-06-26 00:00:00,DA_499,A,0,0,11,0,23,0,828,,
Site_22,HYDERABAD,Bike,4,2023-06-28 00:00:00,DA_651,A,0,0,4,0,21,0,945,,
Site_19,HYDERABAD,Van DCD,4,2023-06-15 00:00:00,DA_162,A,2,0,43,6,3,0,1954,,
Site_19,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_111,C,5,1,16,0,2,0,574,,
Site_16,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_569,B,3,0,24,0,0,0,748,,
Site_27,MUMBAI,Bike,3,2023-06-21 00:00:00,DA_224,A,0,0,4,0,41,0,935,,
Site_5,BANGALORE,Van D+DA,4,2023-06-19 00:00:00,DA_471,A,8,0,63,3,6,0,2200,,
Site_25,MUMBAI,Bike,3,2023-06-03 00:00:00,DA_331,C,4,0,26,1,2,0,582,,
Site_26,MUMBAI,Bike,3,2023-06-02 00:00:00,DA_565,A,1,7,16,0,30,0,937,,
Site_26,MUMBAI,Bike,3,2023-06-10 00:00:00,DA_335,A,0,0,11,0,32,0,931,,
Site_10,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_536,B,5,0,33,0,1,0,1453,,
Site_3,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_399,C,1,2,13,2,0,0,565,,
Site_27,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_525,A,2,0,8,2,63,0,991,,
Site_3,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_605,B,4,0,23,0,0,0,1431,,
Site_22,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_433,A,1,0,21,0,12,0,961,,
Site_18,DELHI,Van D+DA,6,2023-06-16 00:00:00,DA_42,B,5,0,43,1,0,0,1643,,
Site_26,MUMBAI,Van D+DA,5,2023-06-25 00:00:00,DA_556,B,2,0,30,0,0,0,1625,,
Site_25,MUMBAI,Bike,3,2023-06-07 00:00:00,DA_489,B,0,0,34,1,0,0,705,,
Site_17,DELHI,Bike,6,2023-06-06 00:00:00,DA_139,B,1,0,23,11,6,0,845,,
Site_10,BANGALORE,Van DCD,4,2023-06-20 00:00:00,DA_536,A,11,1,59,2,12,0,2035,,
Site_16,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_633,B,8,0,67,3,11,0,1473,,
Site_22,HYDERABAD,Bike,4,2023-06-06 00:00:00,DA_436,A,1,0,9,0,39,0,991,,
Site_5,BANGALORE,Van D+DA,4,2023-06-06 00:00:00,DA_654,B,20,0,14,2,0,0,1547,,
Site_19,HYDERABAD,Bike,4,2023-06-13 00:00:00,DA_419,C,2,0,21,0,7,0,604,,
Site_4,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_394,C,2,0,29,0,4,0,619,,
Site_3,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_538,A,1,0,67,1,0,0,2010,,
Site_16,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_392,B,1,0,26,0,0,0,1437,,
Site_10,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_377,B,0,0,32,0,0,0,1449,,
Site_9,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_299,B,1,4,30,0,0,0,1445,,
Site_3,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_666,A,2,0,53,0,15,0,2010,,
Site_6,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_329,B,5,3,30,0,0,0,1445,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_157,B,2,0,24,0,0,0,1433,,
Site_16,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_321,A,4,39,145,7,7,0,2413,,
Site_16,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_347,B,3,0,37,0,2,0,778,,
Site_9,BANGALORE,Bike,4,2023-06-11 00:00:00,DA_589,C,1,0,30,0,2,0,616,,
Site_29,DELHI,Bike,6,2023-06-01 00:00:00,DA_397,B,2,0,43,0,1,0,853,,
Site_16,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_669,B,3,0,15,0,0,0,1275,,
Site_19,HYDERABAD,Van DCD,4,2023-06-11 00:00:00,DA_517,B,0,4,17,0,2,0,1423,,
Site_22,HYDERABAD,Bike,4,2023-06-16 00:00:00,DA_258,A,7,0,8,0,26,0,963,,
Site_29,DELHI,Bike,6,2023-06-29 00:00:00,DA_441,A,1,0,8,0,45,0,1126,,
Site_7,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_573,A,5,2,83,1,9,0,2135,,
Site_26,MUMBAI,Bike,3,2023-06-01 00:00:00,DA_37,C,1,1,17,2,0,0,552,,
Site_4,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_664,A,2,0,54,1,3,0,1966,,
Site_10,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_239,A,3,0,58,1,3,0,1980,,
Site_22,HYDERABAD,Van DCD,4,2023-06-06 00:00:00,DA_152,A,1,0,71,9,4,0,2090,,
Site_24,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_23,A,2,0,80,0,0,0,2305,,
Site_22,HYDERABAD,Bike,4,2023-06-07 00:00:00,DA_307,A,0,0,0,0,36,0,967,,
Site_26,MUMBAI,Van D+DA,5,2023-06-08 00:00:00,DA_367,B,1,0,40,0,2,0,1649,,
Site_12,MUMBAI,Bike,3,2023-06-30 00:00:00,DA_12,A,0,0,0,0,48,0,941,,
Site_12,MUMBAI,Bike,3,2023-06-23 00:00:00,DA_24,A,0,0,0,0,42,0,929,,
Site_3,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_376,C,3,1,19,0,0,0,577,,
Site_16,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_314,A,5,0,68,2,7,0,2055,,
Site_22,HYDERABAD,Van DCD,4,2023-06-08 00:00:00,DA_112,B,2,3,22,3,2,0,1439,,
Site_10,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_617,A,1,0,0,5,81,0,2100,,
Site_13,THANE,Van D+DA,5,2023-06-26 00:00:00,DA_515,A,0,0,84,4,10,0,2395,,
Site_17,DELHI,Bike,6,2023-06-15 00:00:00,DA_374,C,0,0,22,1,0,0,614,,
Site_25,MUMBAI,Van D+DA,5,2023-06-07 00:00:00,DA_78,B,7,0,25,1,2,0,1621,,
Site_29,DELHI,Bike,6,2023-06-05 00:00:00,DA_539,B,4,0,34,1,2,0,839,,
Site_2,BHOPAL,Bike,1,2023-06-06 00:00:00,DA_435,A,0,0,0,0,42,0,844,,
Site_18,DELHI,Bike,6,2023-06-07 00:00:00,DA_130,C,2,0,15,1,8,0,617,,
Site_21,HYDERABAD,Van DCD,4,2023-06-06 00:00:00,DA_642,A,0,0,0,0,76,0,2050,,
Site_16,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_625,B,4,0,31,1,12,0,1473,,
Site_15,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_676,A,4,0,78,0,2,0,1875,,
Site_21,HYDERABAD,Bike,4,2023-06-02 00:00:00,DA_609,C,8,0,26,0,2,0,604,,
Site_17,DELHI,Bike,6,2023-06-10 00:00:00,DA_551,A,0,0,5,0,39,0,1108,,
Site_16,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_567,A,0,0,75,0,6,0,2075,,
Site_18,DELHI,Bike,6,2023-06-27 00:00:00,DA_519,B,2,2,38,0,0,0,841,,
Site_3,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_251,B,5,0,37,4,12,0,1491,,
Site_12,MUMBAI,Bike,3,2023-06-01 00:00:00,DA_12,A,0,0,11,0,39,0,945,,
Site_6,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_650,C,0,0,27,0,0,0,601,,
Site_26,MUMBAI,Van D+DA,5,2023-06-20 00:00:00,DA_38,B,1,0,34,0,0,0,1633,,
Site_14,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_34,B,7,0,36,3,0,0,1643,,
Site_22,HYDERABAD,Van DCD,4,2023-06-24 00:00:00,DA_121,B,0,0,17,0,2,0,1423,,
Site_11,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_47,A,1,0,285,1,38,0,3568,,
Site_12,MUMBAI,Bike,3,2023-06-28 00:00:00,DA_12,A,0,0,6,0,43,0,943,,
Site_16,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_382,A,3,0,71,1,9,0,1878,,
Site_19,HYDERABAD,Van DCD,4,2023-06-22 00:00:00,DA_417,B,0,0,23,0,9,0,1449,,
Site_22,HYDERABAD,Bike,4,2023-06-23 00:00:00,DA_440,C,3,0,10,1,16,0,601,,
Site_12,MUMBAI,Bike,3,2023-06-21 00:00:00,DA_126,C,0,0,20,0,0,0,555,,
Site_3,BANGALORE,Bike,4,2023-06-22 00:00:00,DA_420,C,4,0,13,1,2,0,568,,
Site_2,BHOPAL,Bike,1,2023-06-11 00:00:00,DA_578,A,0,2,0,0,33,0,826,,
Site_4,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_533,C,7,0,31,1,6,0,634,,
Site_6,BANGALORE,Bike,4,2023-06-02 00:00:00,DA_60,C,0,0,18,0,2,0,580,,
Site_22,HYDERABAD,Bike,4,2023-06-05 00:00:00,DA_418,A,0,0,0,0,31,0,957,,
Site_3,BANGALORE,Bike,4,2023-06-06 00:00:00,DA_559,C,0,1,21,0,0,0,583,,
Site_7,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_276,A,4,0,77,0,6,0,2085,,
Site_10,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_668,A,2,0,66,2,12,0,2070,,
Site_6,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_194,B,3,0,16,1,0,0,1419,,
Site_10,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_630,A,0,11,97,1,0,0,2160,,
Site_16,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_113,C,0,0,24,0,0,0,592,,
Site_6,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_187,B,1,0,28,0,0,0,1441,,
Site_24,MUMBAI,Van D+DA,5,2023-06-24 00:00:00,DA_23,A,1,20,55,7,3,0,2230,,
Site_21,HYDERABAD,Van DCD,4,2023-06-12 00:00:00,DA_460,A,15,29,63,3,0,0,2000,,
Site_13,THANE,Van D+DA,5,2023-06-19 00:00:00,DA_656,B,4,0,48,0,6,0,1673,,
Site_6,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_233,A,2,0,90,0,6,0,2150,,
Site_7,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_242,A,4,3,90,0,7,0,2155,,
Site_5,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_552,A,2,0,0,0,24,0,943,,
Site_3,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_97,A,3,0,43,1,4,0,1946,,
Site_27,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_558,A,4,0,16,0,34,0,945,,
Site_27,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_594,A,0,0,0,0,48,0,941,,
Site_25,MUMBAI,Bike,3,2023-06-05 00:00:00,DA_411,A,0,0,0,0,49,0,943,,
Site_9,BANGALORE,Bike,4,2023-06-13 00:00:00,DA_589,A,7,0,17,1,2,0,935,,
Site_7,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_575,C,3,0,21,0,0,0,583,,
Site_19,HYDERABAD,Bike,4,2023-06-27 00:00:00,DA_175,C,2,0,26,0,4,0,610,,
Site_13,THANE,Bike,3,2023-06-11 00:00:00,DA_66,C,0,0,12,5,2,0,552,,
Site_22,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_308,A,0,0,0,0,25,0,945,,
Site_15,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_202,B,1,0,28,3,2,0,1329,,
Site_12,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_689,A,0,0,11,0,39,0,945,,
Site_17,DELHI,Van D+DA,6,2023-06-03 00:00:00,DA_672,A,3,0,55,3,5,0,2210,,
Site_28,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_232,A,0,0,0,0,55,0,955,,
Site_4,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_461,A,7,0,177,1,16,0,2658,,
Site_16,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_633,A,3,0,71,4,8,0,1884,,
