Site Code,city,Vehicle_type,cluster,Date,Delivery Agent ID,Shift,Unsuccessful_Attempts,Process_Deviations,Delivered,Customer_Rejects,Picked_up_Customer_Returns,Picked up_Seller,billing_amt,,
Site_22,HYDERABAD,Bike,4,2023-06-27 00:00:00,DA_105,A,0,0,0,9,27,0,967,,
Site_12,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_396,A,14,0,83,2,3,0,2345,,
Site_16,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_481,C,4,0,22,1,2,0,595,,
Site_27,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_518,B,3,0,41,1,3,0,1655,,
Site_3,BANGALORE,Bike,4,2023-06-22 00:00:00,DA_592,A,0,0,32,0,0,0,959,,
Site_22,HYDERABAD,Bike,4,2023-06-12 00:00:00,DA_102,A,0,0,0,0,29,0,953,,
Site_25,MUMBAI,Van D+DA,5,2023-06-11 00:00:00,DA_391,B,7,0,32,2,0,0,1633,,
Site_26,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_531,C,4,1,23,0,0,0,564,,
Site_25,MUMBAI,Bike,3,2023-06-07 00:00:00,DA_331,C,0,0,18,0,2,0,555,,
Site_25,MUMBAI,Bike,3,2023-06-02 00:00:00,DA_306,A,0,0,46,7,0,0,951,,
Site_22,HYDERABAD,Bike,4,2023-06-04 00:00:00,DA_651,A,1,18,22,6,26,0,1003,,
Site_6,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_458,A,5,0,26,5,9,0,598,,
Site_19,HYDERABAD,Van DCD,4,2023-06-27 00:00:00,DA_462,A,1,0,62,1,22,0,2095,,
Site_6,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_233,A,0,0,77,0,12,0,2115,,
Site_16,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_459,A,1,0,96,1,12,0,1962,,
Site_16,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_670,A,10,0,83,1,13,0,1926,,
Site_18,DELHI,Van D+DA,6,2023-06-24 00:00:00,DA_57,A,5,0,65,1,15,0,2300,,
Site_13,THANE,Van D+DA,5,2023-06-23 00:00:00,DA_656,B,3,0,51,0,0,0,1667,,
Site_21,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_96,B,8,1,22,0,0,0,1429,,
Site_16,BANGALORE,Van DCD,4,2023-06-30 00:00:00,DA_633,A,5,0,68,3,5,0,1863,,
Site_12,MUMBAI,Bike,3,2023-06-17 00:00:00,DA_265,A,5,2,48,1,0,0,943,,
Site_19,HYDERABAD,Van DCD,4,2023-06-14 00:00:00,DA_517,A,3,0,35,1,4,0,1930,,
Site_3,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_684,A,0,0,30,0,0,0,955,,
Site_4,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_212,A,1,0,76,3,7,0,2100,,
Site_6,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_288,C,1,1,22,2,4,0,604,,
Site_2,BHOPAL,Bike,1,2023-06-04 00:00:00,DA_155,B,2,0,22,0,2,0,618,,
Site_3,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_399,C,4,4,21,0,0,0,583,,
Site_15,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_275,C,2,0,23,1,0,0,592,,
Site_18,DELHI,Van D+DA,6,2023-06-21 00:00:00,DA_57,A,4,0,72,1,8,0,2300,,
Site_24,MUMBAI,Van D+DA,5,2023-06-11 00:00:00,DA_475,B,5,0,38,0,0,0,1641,,
Site_13,THANE,Van D+DA,5,2023-06-28 00:00:00,DA_218,B,3,0,51,2,0,0,1671,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_29,B,4,0,17,5,0,0,1429,,
Site_3,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_685,B,2,1,28,1,0,0,1443,,
Site_12,MUMBAI,Van D+DA,5,2023-06-01 00:00:00,DA_77,A,3,0,80,4,8,0,2365,,
Site_19,HYDERABAD,Bike,4,2023-06-08 00:00:00,DA_431,C,1,0,23,0,8,0,613,,
Site_25,MUMBAI,Van D+DA,5,2023-06-02 00:00:00,DA_313,A,4,0,78,3,5,0,2335,,
Site_16,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_392,A,2,0,78,3,7,0,2110,,
Site_5,BANGALORE,Bike,4,2023-06-02 00:00:00,DA_292,B,4,0,33,0,0,0,766,,
Site_21,HYDERABAD,Van DCD,4,2023-06-02 00:00:00,DA_304,B,1,0,27,0,0,0,1439,,
Site_4,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_461,A,1,0,167,3,14,0,2588,,
Site_18,DELHI,Bike,6,2023-06-06 00:00:00,DA_234,B,4,0,25,2,2,0,823,,
Site_21,HYDERABAD,Bike,4,2023-06-19 00:00:00,DA_358,A,2,0,18,0,22,0,975,,
Site_13,THANE,Van D+DA,5,2023-06-27 00:00:00,DA_181,A,4,0,79,1,13,0,2370,,
Site_13,THANE,Bike,3,2023-06-14 00:00:00,DA_99,A,3,0,45,4,4,0,951,,
Site_25,MUMBAI,Bike,3,2023-06-07 00:00:00,DA_192,B,0,0,37,0,2,0,713,,
Site_19,HYDERABAD,Bike,4,2023-06-10 00:00:00,DA_109,C,0,0,26,0,4,0,610,,
Site_10,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_619,B,1,0,18,1,6,0,750,,
Site_21,HYDERABAD,Van DCD,4,2023-06-11 00:00:00,DA_341,A,9,0,62,1,2,0,1995,,
Site_5,BANGALORE,Van D+DA,4,2023-06-21 00:00:00,DA_690,A,8,0,71,2,2,0,2215,,
Site_24,MUMBAI,Bike,3,2023-06-07 00:00:00,DA_4,C,3,9,35,0,0,0,600,,
Site_15,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_95,A,6,0,64,3,18,0,1890,,
Site_10,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_613,B,7,0,19,0,2,0,1427,,
Site_24,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_450,B,4,0,44,8,0,0,739,,
Site_15,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_274,A,4,0,73,0,1,0,1043,,
Site_28,MUMBAI,Bike,3,2023-06-19 00:00:00,DA_359,C,2,0,14,0,10,0,567,,
Site_17,DELHI,Bike,6,2023-06-17 00:00:00,DA_139,B,3,0,29,14,4,0,859,,
Site_2,BHOPAL,Van DCD,1,2023-06-15 00:00:00,DA_64,A,2,0,76,4,9,0,1752,,
Site_13,THANE,Bike,3,2023-06-16 00:00:00,DA_99,A,3,0,42,5,6,0,951,,
Site_4,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_582,A,2,0,41,4,1,0,1773,,
Site_16,BANGALORE,Bike,4,2023-06-10 00:00:00,DA_113,C,0,0,23,0,4,0,601,,
Site_29,DELHI,Bike,6,2023-06-03 00:00:00,DA_315,B,7,1,38,0,0,0,841,,
Site_16,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_585,A,8,1,60,5,7,0,2030,,
Site_14,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_472,C,3,0,18,7,2,0,576,,
Site_22,HYDERABAD,Bike,4,2023-06-04 00:00:00,DA_433,C,2,10,21,0,6,0,601,,
Site_2,BHOPAL,Van DCD,1,2023-06-25 00:00:00,DA_541,A,3,0,75,3,10,0,1950,,
Site_13,THANE,Bike,3,2023-06-20 00:00:00,DA_286,C,4,0,15,0,0,0,540,,
Site_3,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_170,A,1,0,34,0,22,0,1007,,
Site_6,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_458,C,1,0,13,0,12,0,595,,
Site_19,HYDERABAD,Bike,4,2023-06-28 00:00:00,DA_334,A,1,0,0,2,46,0,991,,
Site_16,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_486,C,3,0,17,3,4,0,592,,
Site_22,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_258,C,0,11,19,6,10,0,625,,
Site_16,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_587,B,0,0,25,0,0,0,1435,,
Site_22,HYDERABAD,Bike,4,2023-06-08 00:00:00,DA_595,A,0,0,0,0,32,0,959,,
Site_5,BANGALORE,Van D+DA,4,2023-06-03 00:00:00,DA_159,B,4,0,38,0,0,0,1591,,
Site_6,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_60,C,1,1,21,0,2,0,589,,
Site_13,THANE,Van D+DA,5,2023-06-02 00:00:00,DA_181,A,1,0,84,0,14,0,2395,,
Site_13,THANE,Bike,3,2023-06-07 00:00:00,DA_204,C,9,0,17,0,2,0,552,,
Site_12,MUMBAI,Bike,3,2023-06-30 00:00:00,DA_141,C,1,0,15,1,6,0,561,,
Site_21,HYDERABAD,Bike,4,2023-06-07 00:00:00,DA_687,C,10,0,21,3,0,0,592,,
Site_17,DELHI,Bike,6,2023-06-20 00:00:00,DA_551,A,5,0,1,0,54,0,1130,,
Site_3,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_643,A,6,0,5,1,22,0,951,,
Site_22,HYDERABAD,Bike,4,2023-06-21 00:00:00,DA_387,C,0,0,2,0,0,0,526,,
Site_3,BANGALORE,Bike,4,2023-06-21 00:00:00,DA_319,A,3,0,0,0,36,0,967,,
Site_13,THANE,Bike,3,2023-06-12 00:00:00,DA_259,A,0,0,8,0,40,0,941,,
Site_22,HYDERABAD,Van DCD,4,2023-06-07 00:00:00,DA_524,A,6,0,70,0,0,0,2020,,
Site_29,DELHI,Van D+DA,6,2023-06-19 00:00:00,DA_72,A,2,0,73,2,6,0,2300,,
Site_10,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_322,A,13,0,0,1,107,0,2210,,
Site_22,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_180,B,5,0,35,1,4,0,1465,,
Site_2,BHOPAL,Bike,1,2023-06-22 00:00:00,DA_225,A,0,0,0,0,34,0,828,,
Site_4,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_94,A,2,0,61,0,1,0,1980,,
Site_19,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_362,C,2,0,31,0,0,0,613,,
Site_15,BANGALORE,Bike,4,2023-06-01 00:00:00,DA_534,C,0,0,22,1,2,0,595,,
Site_25,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_66,C,8,0,8,0,22,0,585,,
Site_12,MUMBAI,Van D+DA,5,2023-06-24 00:00:00,DA_635,B,4,0,21,0,2,0,1611,,
Site_3,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_398,C,0,0,14,0,0,0,562,,
Site_26,MUMBAI,Van D+DA,5,2023-06-03 00:00:00,DA_3,B,7,0,30,1,7,0,1641,,
Site_22,HYDERABAD,Van DCD,4,2023-06-27 00:00:00,DA_217,A,0,4,55,13,0,0,2010,,
Site_21,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_496,C,12,0,23,1,2,0,598,,
Site_5,BANGALORE,Van D+DA,4,2023-06-15 00:00:00,DA_471,A,13,6,51,2,4,0,2134,,
Site_21,HYDERABAD,Bike,4,2023-06-22 00:00:00,DA_687,C,0,0,35,0,0,0,625,,
Site_3,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_370,C,0,0,18,1,2,0,583,,
Site_12,MUMBAI,Van D+DA,5,2023-06-24 00:00:00,DA_449,B,13,0,35,1,0,0,1637,,
Site_3,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_165,C,2,0,15,0,2,0,571,,
Site_22,HYDERABAD,Van DCD,4,2023-06-10 00:00:00,DA_692,B,5,0,14,0,4,0,1421,,
Site_21,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_369,A,0,0,0,0,51,0,1952,,
Site_4,BANGALORE,Bike,4,2023-06-11 00:00:00,DA_533,C,3,2,19,1,2,0,586,,
Site_4,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_212,A,3,0,65,1,5,0,2025,,
Site_29,DELHI,Bike,6,2023-06-25 00:00:00,DA_339,B,2,0,39,0,4,0,851,,
Site_19,HYDERABAD,Bike,4,2023-06-04 00:00:00,DA_648,A,0,1,0,0,34,0,963,,
Site_3,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_398,C,6,0,11,1,0,0,556,,
Site_5,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_220,B,10,0,35,1,0,0,772,,
Site_6,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_92,A,5,0,98,0,10,0,2210,,
Site_22,HYDERABAD,Van DCD,4,2023-06-22 00:00:00,DA_256,A,6,16,50,3,0,0,1956,,
Site_10,BANGALORE,Bike,4,2023-06-12 00:00:00,DA_500,C,1,0,1,0,0,0,523,,
Site_21,HYDERABAD,Van DCD,4,2023-06-30 00:00:00,DA_618,B,4,1,23,1,0,0,1433,,
Site_6,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_388,C,0,5,22,0,0,0,586,,
Site_22,HYDERABAD,Bike,4,2023-06-12 00:00:00,DA_387,C,3,0,3,1,23,0,601,,
Site_2,BHOPAL,Bike,1,2023-06-15 00:00:00,DA_623,B,3,0,25,0,4,0,628,,
Site_27,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_550,A,2,1,34,1,20,0,955,,
Site_7,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_636,C,7,0,17,0,4,0,583,,
Site_14,MUMBAI,Bike,3,2023-06-16 00:00:00,DA_290,C,1,7,13,0,2,0,540,,
Site_22,HYDERABAD,Bike,4,2023-06-12 00:00:00,DA_620,A,3,0,12,5,23,0,975,,
Site_16,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_481,C,6,0,18,0,4,0,586,,
Site_27,MUMBAI,Van D+DA,5,2023-06-07 00:00:00,DA_452,B,5,0,40,1,2,0,1651,,
Site_3,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_7,B,4,0,21,1,0,0,1429,,
Site_12,MUMBAI,Bike,3,2023-06-19 00:00:00,DA_449,C,6,0,20,5,0,0,570,,
Site_29,DELHI,Van D+DA,6,2023-06-26 00:00:00,DA_72,A,1,0,75,4,2,0,2300,,
Site_4,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_646,C,0,1,23,0,8,0,613,,
Site_4,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_574,C,4,0,24,1,10,0,625,,
Site_2,BHOPAL,Van DCD,1,2023-06-28 00:00:00,DA_683,A,7,0,59,7,4,0,1860,,
Site_16,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_193,A,5,84,87,0,0,0,609,,
Site_16,BANGALORE,Bike,4,2023-06-18 00:00:00,DA_348,C,7,0,19,1,2,0,586,,
Site_22,HYDERABAD,Bike,4,2023-06-18 00:00:00,DA_325,A,1,0,0,3,29,0,959,,
Site_18,DELHI,Bike,6,2023-06-07 00:00:00,DA_328,B,1,0,40,1,0,0,847,,
Site_16,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_485,B,3,0,25,2,4,0,762,,
Site_21,HYDERABAD,Van DCD,4,2023-06-25 00:00:00,DA_369,A,1,0,4,0,56,0,1970,,
Site_3,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_684,A,0,0,0,0,39,0,973,,
Site_27,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_266,C,0,0,18,2,4,0,567,,
Site_10,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_377,B,7,4,42,2,4,0,1481,,
Site_16,BANGALORE,Van DCD,4,2023-06-20 00:00:00,DA_464,B,0,3,24,1,0,0,1435,,
Site_3,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_684,A,2,0,25,0,3,0,951,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_171,B,0,0,18,0,0,0,1421,,
Site_19,HYDERABAD,Bike,4,2023-06-06 00:00:00,DA_111,C,5,15,28,1,2,0,613,,
Site_3,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_209,A,0,0,8,0,41,0,993,,
Site_14,MUMBAI,Van D+DA,5,2023-06-23 00:00:00,DA_34,B,8,0,33,7,0,0,1645,,
Site_25,MUMBAI,Van D+DA,5,2023-06-06 00:00:00,DA_313,A,2,1,84,0,6,0,2355,,
Site_24,MUMBAI,Van D+DA,5,2023-06-10 00:00:00,DA_23,A,3,0,80,5,5,0,2355,,
Site_16,BANGALORE,Van DCD,4,2023-06-22 00:00:00,DA_320,A,4,16,89,2,4,0,2145,,
Site_26,MUMBAI,Van D+DA,5,2023-06-20 00:00:00,DA_516,B,1,0,29,2,0,0,1627,,
Site_10,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_386,B,13,0,49,1,0,0,1485,,
Site_26,MUMBAI,Van D+DA,5,2023-06-03 00:00:00,DA_214,A,2,0,87,4,15,0,2435,,
Site_22,HYDERABAD,Van DCD,4,2023-06-22 00:00:00,DA_546,B,1,1,17,5,4,0,1437,,
Site_10,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_544,A,4,0,55,0,12,0,2005,,
Site_16,BANGALORE,Bike,4,2023-06-21 00:00:00,DA_451,C,2,0,26,1,2,0,607,,
Site_4,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_461,A,3,0,141,2,10,0,2371,,
Site_22,HYDERABAD,Bike,4,2023-06-08 00:00:00,DA_145,C,2,0,1,0,8,0,547,,
Site_28,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_232,B,9,0,26,2,0,0,691,,
Site_27,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_679,C,6,0,26,0,0,0,573,,
Site_27,MUMBAI,Van D+DA,5,2023-06-03 00:00:00,DA_262,A,2,0,61,0,5,0,2235,,
Site_29,DELHI,Bike,6,2023-06-17 00:00:00,DA_539,B,6,0,28,2,6,0,837,,
Site_5,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_22,C,3,15,35,3,0,0,634,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_293,B,5,0,34,0,2,0,1457,,
Site_6,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_138,B,4,0,39,0,2,0,1467,,
Site_27,MUMBAI,Van D+DA,5,2023-06-14 00:00:00,DA_351,A,3,0,52,1,7,0,2205,,
Site_10,BANGALORE,Bike,4,2023-06-10 00:00:00,DA_619,C,4,1,10,1,8,0,577,,
Site_17,DELHI,Bike,6,2023-06-23 00:00:00,DA_195,B,1,0,23,5,0,0,821,,
Site_29,DELHI,Bike,6,2023-06-02 00:00:00,DA_235,A,3,0,51,0,0,0,1122,,
Site_3,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_685,B,5,0,24,1,0,0,1435,,
Site_13,THANE,Bike,3,2023-06-16 00:00:00,DA_695,C,2,0,16,0,0,0,543,,
Site_27,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_594,A,1,0,13,0,41,0,953,,
Site_12,MUMBAI,Bike,3,2023-06-09 00:00:00,DA_12,A,0,0,8,0,46,0,953,,
Site_10,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_377,B,1,0,58,0,0,0,1501,,
Site_22,HYDERABAD,Bike,4,2023-06-22 00:00:00,DA_387,C,0,0,10,3,6,0,577,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_35,B,1,0,17,0,4,0,1427,,
Site_16,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_535,A,3,0,66,3,2,0,1848,,
Site_27,MUMBAI,Van D+DA,5,2023-06-06 00:00:00,DA_653,B,11,10,52,4,0,0,1677,,
Site_18,DELHI,Van D+DA,6,2023-06-11 00:00:00,DA_134,A,0,0,67,3,9,0,2290,,
Site_27,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_580,B,2,0,30,4,0,0,703,,
Site_3,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_601,B,7,0,25,1,0,0,1437,,
Site_18,DELHI,Bike,6,2023-06-05 00:00:00,DA_25,A,0,0,12,3,48,0,1146,,
Site_3,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_318,A,1,0,91,0,0,0,2125,,
Site_16,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_314,B,0,0,21,1,0,0,1429,,
Site_16,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_567,A,6,3,47,1,4,0,1954,,
Site_22,HYDERABAD,Bike,4,2023-06-14 00:00:00,DA_440,A,1,0,8,1,34,0,981,,
Site_3,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_615,C,1,0,19,0,2,0,583,,
Site_22,HYDERABAD,Bike,4,2023-06-29 00:00:00,DA_620,A,0,1,22,2,12,0,967,,
Site_22,HYDERABAD,Van DCD,4,2023-06-23 00:00:00,DA_524,A,3,0,95,1,2,0,2160,,
Site_26,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_43,A,3,2,7,0,45,0,949,,
Site_18,DELHI,Bike,6,2023-06-08 00:00:00,DA_184,A,1,0,66,1,7,0,1168,,
Site_10,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_377,B,2,0,58,0,0,0,1501,,
Site_9,BANGALORE,Bike,4,2023-06-01 00:00:00,DA_600,A,0,0,0,0,36,0,967,,
Site_27,MUMBAI,Van D+DA,5,2023-06-23 00:00:00,DA_603,B,6,0,32,1,0,0,1631,,
Site_6,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_187,B,0,0,30,0,0,0,1445,,
Site_22,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_82,B,3,0,20,5,2,0,1439,,
Site_9,BANGALORE,Bike,4,2023-06-12 00:00:00,DA_302,A,0,0,0,3,42,0,985,,
Site_26,MUMBAI,Bike,3,2023-06-28 00:00:00,DA_43,A,2,2,2,0,38,0,925,,
Site_2,BHOPAL,Van DCD,1,2023-06-25 00:00:00,DA_494,A,2,0,87,1,6,0,1767,,
Site_10,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_386,B,2,1,25,0,0,0,1435,,
Site_21,HYDERABAD,Bike,4,2023-06-26 00:00:00,DA_263,A,0,1,0,0,44,0,983,,
Site_10,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_528,B,0,0,34,0,0,0,1453,,
Site_27,MUMBAI,Van D+DA,5,2023-06-29 00:00:00,DA_262,A,6,0,67,2,2,0,2260,,
Site_27,MUMBAI,Bike,3,2023-06-19 00:00:00,DA_523,A,0,0,0,2,35,0,919,,
Site_3,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_251,A,2,12,73,1,0,0,2040,,
Site_16,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_569,B,0,0,23,4,2,0,758,,
Site_13,THANE,Van D+DA,5,2023-06-28 00:00:00,DA_160,A,6,0,70,3,11,0,2325,,
Site_17,DELHI,Bike,6,2023-06-26 00:00:00,DA_430,A,3,0,38,0,28,0,1152,,
Site_27,MUMBAI,Bike,3,2023-06-30 00:00:00,DA_224,A,4,0,27,0,12,0,923,,
Site_3,BANGALORE,Bike,4,2023-06-05 00:00:00,DA_326,C,1,0,22,0,2,0,592,,
Site_22,HYDERABAD,Van DCD,4,2023-06-24 00:00:00,DA_163,B,1,0,24,0,4,0,1441,,
Site_18,DELHI,Bike,6,2023-06-13 00:00:00,DA_328,B,3,0,20,4,6,0,825,,
Site_7,BANGALORE,Bike,4,2023-06-02 00:00:00,DA_575,C,5,0,21,1,0,0,586,,
Site_10,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_668,A,2,4,49,1,20,0,2020,,
Site_4,BANGALORE,Bike,4,2023-06-06 00:00:00,DA_593,C,7,1,23,2,4,0,607,,
Site_2,BHOPAL,Bike,1,2023-06-15 00:00:00,DA_578,A,0,0,0,0,38,0,836,,
Site_25,MUMBAI,Van D+DA,5,2023-06-01 00:00:00,DA_490,A,1,0,87,1,11,0,2400,,
Site_27,MUMBAI,Bike,3,2023-06-11 00:00:00,DA_645,C,1,1,24,0,0,0,567,,
Site_18,DELHI,Van D+DA,6,2023-06-06 00:00:00,DA_134,B,5,1,40,1,0,0,1637,,
Site_21,HYDERABAD,Van DCD,4,2023-06-16 00:00:00,DA_182,A,12,15,70,2,12,0,2090,,
Site_16,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_445,B,2,0,30,3,0,0,766,,
Site_14,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_473,B,2,5,18,3,0,0,1607,,
Site_16,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_291,A,0,0,100,0,10,0,2070,,
Site_19,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_295,C,0,0,25,1,6,0,616,,
Site_15,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_95,A,4,0,69,2,14,0,1890,,
Site_21,HYDERABAD,Van DCD,4,2023-06-16 00:00:00,DA_631,A,6,0,31,1,0,0,1914,,
Site_9,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_323,B,2,7,27,0,0,0,1439,,
Site_14,MUMBAI,Van D+DA,5,2023-06-17 00:00:00,DA_34,B,15,0,28,5,0,0,1631,,
Site_14,MUMBAI,Bike,3,2023-06-24 00:00:00,DA_526,C,3,5,19,0,0,0,552,,
Site_22,HYDERABAD,Van DCD,4,2023-06-17 00:00:00,DA_104,A,2,0,20,0,12,0,1914,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_180,B,2,0,20,1,2,0,1431,,
Site_22,HYDERABAD,Van DCD,4,2023-06-07 00:00:00,DA_106,A,8,27,65,0,2,0,2005,,
Site_3,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_71,A,3,0,61,2,4,0,2005,,
Site_6,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_301,B,2,1,27,0,2,0,1443,,
Site_9,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_299,B,6,6,37,1,6,0,1473,,
Site_7,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_133,B,1,0,30,0,0,0,1445,,
Site_3,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_305,C,2,1,22,1,4,0,601,,
Site_3,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_601,B,7,0,19,1,0,0,1425,,
Site_15,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_663,A,9,0,73,2,6,0,2075,,
Site_16,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_238,A,4,14,99,0,1,0,2000,,
Site_21,HYDERABAD,Van DCD,4,2023-06-23 00:00:00,DA_618,B,1,0,28,0,0,0,1441,,
Site_21,HYDERABAD,Bike,4,2023-06-16 00:00:00,DA_247,A,4,0,25,4,4,0,961,,
Site_25,MUMBAI,Van D+DA,5,2023-06-25 00:00:00,DA_391,B,0,1,32,1,0,0,1631,,
Site_27,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_679,C,5,0,17,2,2,0,558,,
Site_29,DELHI,Bike,6,2023-06-18 00:00:00,DA_606,A,5,0,44,4,10,0,1136,,
Site_6,BANGALORE,Van D+DA,4,2023-06-28 00:00:00,DA_408,B,3,0,27,0,0,0,1569,,
Site_3,BANGALORE,Bike,4,2023-06-12 00:00:00,DA_56,A,0,0,0,0,43,0,981,,
Site_13,THANE,Bike,3,2023-06-19 00:00:00,DA_46,A,0,0,2,0,46,0,941,,
Site_12,MUMBAI,Van D+DA,5,2023-06-28 00:00:00,DA_32,A,1,0,84,3,2,0,2350,,
Site_3,BANGALORE,Bike,4,2023-06-13 00:00:00,DA_421,A,0,0,26,0,18,0,983,,
Site_3,BANGALORE,Bike,4,2023-06-06 00:00:00,DA_385,A,2,0,0,0,46,0,987,,
Site_13,THANE,Bike,3,2023-06-19 00:00:00,DA_286,C,2,0,14,1,0,0,540,,
